                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.59092,                0.32193,                0.94175,                0.92244,                0.89422,                0.94334,                0.73286,                0.74994,                0.38318,                 1.0585,             0.00031845,             0.00031845,             0.00031845
                    159,                0.60128,                 0.3258,                0.94739,                 0.9117,                0.90649,                0.94511,                0.73308,                0.74887,                0.37791,                 1.0533,             0.00031138,             0.00031138,             0.00031138
                    160,                0.58569,                 0.3188,                0.94337,                0.92178,                0.91207,                0.94622,                0.74048,                0.74485,                0.37207,                 1.0518,             0.00030431,             0.00030431,             0.00030431
                    161,                0.58609,                0.31743,                0.94422,                0.91073,                0.91132,                0.94345,                0.73145,                0.76471,                0.38632,                 1.0703,             0.00029723,             0.00029723,             0.00029723
                    162,                0.59125,                0.32263,                0.95268,                0.90642,                 0.9242,                0.94655,                0.73269,                0.75561,                0.36895,                  1.061,             0.00029016,             0.00029016,             0.00029016
                    163,                0.59285,                0.32365,                0.94239,                0.91422,                 0.9057,                0.94161,                0.72994,                0.75728,                0.38093,                 1.0596,             0.00028308,             0.00028308,             0.00028308
                    164,                0.58784,                0.31694,                0.94595,                0.90906,                0.91584,                0.94289,                0.72661,                0.75093,                0.38585,                   1.05,             0.00027601,             0.00027601,             0.00027601
                    165,                0.58283,                0.31681,                0.94697,                0.90633,                0.90061,                0.94212,                0.72825,                0.75375,                0.38392,                 1.0491,             0.00026894,             0.00026894,             0.00026894
                    166,                0.58244,                  0.317,                0.94508,                0.91654,                0.90492,                0.94338,                0.73598,                 0.7423,                 0.3776,                 1.0429,             0.00026186,             0.00026186,             0.00026186
                    167,                 0.5913,                0.32025,                0.94487,                0.91002,                0.91317,                0.94289,                 0.7336,                0.74548,                0.37338,                 1.0543,             0.00025479,             0.00025479,             0.00025479
                    168,                0.59082,                 0.3231,                0.94218,                0.91513,                 0.9202,                0.94466,                0.73424,                0.75164,                0.37079,                 1.0693,             0.00024772,             0.00024772,             0.00024772
                    169,                0.58194,                0.31469,                 0.9377,                0.91905,                0.91942,                0.94827,                0.73491,                0.75281,                0.37443,                 1.0621,             0.00024064,             0.00024064,             0.00024064
                    170,                0.58065,                0.31346,                0.93781,                0.91463,                0.91001,                0.94387,                0.72885,                0.75557,                 0.3786,                 1.0671,             0.00023357,             0.00023357,             0.00023357
                    171,                0.57049,                0.30958,                0.93615,                0.91318,                0.91586,                0.94559,                0.73235,                0.74884,                0.36626,                 1.0561,              0.0002265,              0.0002265,              0.0002265
                    172,                0.57842,                0.31321,                0.94477,                0.91464,                0.91329,                0.94867,                0.73382,                0.74607,                0.36597,                 1.0517,             0.00021942,             0.00021942,             0.00021942
                    173,                0.57929,                0.31071,                0.94125,                0.91069,                0.90848,                0.94629,                 0.7337,                0.75424,                0.37451,                 1.0569,             0.00021235,             0.00021235,             0.00021235
                    174,                0.56414,                0.30879,                0.93651,                0.91786,                0.91385,                0.94603,                0.73154,                0.74893,                0.37117,                 1.0523,             0.00020528,             0.00020528,             0.00020528
                    175,                0.57516,                 0.3133,                0.94081,                0.91943,                0.90782,                0.94344,                0.73173,                  0.757,                0.38043,                 1.0681,              0.0001982,              0.0001982,              0.0001982
                    176,                0.56359,                 0.3056,                0.93753,                0.92404,                0.90365,                0.94519,                0.73666,                0.75201,                0.37407,                 1.0665,             0.00019113,             0.00019113,             0.00019113
                    177,                0.58047,                 0.3126,                0.93915,                0.91554,                0.91566,                0.94532,                0.73356,                0.75199,                0.36893,                 1.0678,             0.00018406,             0.00018406,             0.00018406
                    178,                0.56916,                0.30849,                0.93722,                0.92048,                0.90185,                 0.9409,                0.73199,                  0.746,                0.37501,                 1.0631,             0.00017698,             0.00017698,             0.00017698
                    179,                0.56917,                0.30666,                0.93829,                0.90974,                0.92294,                0.94415,                0.73715,                0.74947,                0.36304,                 1.0594,             0.00016991,             0.00016991,             0.00016991
                    180,                0.55655,                  0.304,                0.93535,                0.91137,                0.92223,                 0.9442,                0.73606,                0.74029,                0.36901,                 1.0517,             0.00016283,             0.00016283,             0.00016283
                    181,                0.56285,                0.30542,                0.93256,                0.91146,                0.91437,                0.94122,                 0.7287,                0.75806,                0.38301,                 1.0629,             0.00015576,             0.00015576,             0.00015576
                    182,                 0.5676,                0.30685,                0.93345,                0.91258,                0.91567,                0.94735,                0.73672,                0.74869,                0.36861,                 1.0613,             0.00014869,             0.00014869,             0.00014869
                    183,                0.55503,                0.30119,                 0.9373,                0.91681,                0.91049,                0.94578,                0.73186,                0.74774,                0.37051,                 1.0686,             0.00014161,             0.00014161,             0.00014161
                    184,                0.56472,                  0.307,                 0.9364,                0.91072,                0.92057,                0.94557,                 0.7346,                0.75184,                0.36287,                   1.07,             0.00013454,             0.00013454,             0.00013454
                    185,                0.56073,                0.30587,                0.93959,                0.91416,                0.91621,                0.94202,                0.73309,                0.75617,                0.37329,                 1.0714,             0.00012747,             0.00012747,             0.00012747
                    186,                0.55841,                0.30231,                0.93442,                0.91084,                0.91709,                0.94432,                0.73261,                0.75651,                0.37128,                 1.0741,             0.00012039,             0.00012039,             0.00012039
                    187,                 0.5714,                0.30935,                  0.939,                0.91387,                 0.9177,                 0.9447,                0.73461,                0.74738,                0.36908,                 1.0672,             0.00011332,             0.00011332,             0.00011332
                    188,                0.56676,                0.30471,                0.93288,                0.91396,                0.92102,                0.94556,                 0.7322,                0.74807,                 0.3665,                 1.0614,             0.00010625,             0.00010625,             0.00010625
                    189,                0.56255,                0.30547,                0.93377,                0.91689,                0.91458,                0.94456,                0.73394,                0.74384,                0.36797,                 1.0575,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.54842,                0.29935,                0.93048,                0.91539,                0.92746,                0.94796,                0.73486,                0.74612,                0.36155,                 1.0596,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.87032,                0.52512,                0.96766,                0.91978,                0.90843,                0.94276,                0.72797,                0.75137,                0.38023,                 1.0686,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.84926,                0.42604,                0.95778,                0.90981,                0.89857,                0.93648,                0.72385,                0.74911,                0.37067,                  1.068,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.83567,                0.41656,                0.94216,                0.91093,                0.90702,                0.94137,                0.72602,                0.75579,                0.37835,                 1.0733,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.83305,                0.41547,                0.94561,                0.90367,                0.91903,                0.94327,                0.72697,                0.75906,                0.37086,                 1.0759,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.82416,                 0.4098,                0.94349,                 0.9203,                0.91753,                0.94411,                0.72896,                0.75046,                0.36847,                 1.0672,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.82701,                 0.4093,                0.93941,                0.92238,                 0.9159,                0.94448,                 0.7285,                0.75377,                0.37001,                 1.0669,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.83258,                0.41137,                0.94429,                0.91808,                 0.9226,                0.94523,                 0.7319,                0.74884,                0.36647,                 1.0679,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.82333,                0.40593,                0.93952,                0.91649,                0.92502,                0.94504,                0.72949,                0.74807,                0.36536,                 1.0686,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.81843,                0.40167,                0.94062,                0.92017,                 0.9214,                0.94526,                0.73119,                0.75047,                0.36747,                 1.0696,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.81855,                 0.4022,                 0.9387,                0.91608,                0.92654,                0.94565,                0.73002,                0.74938,                0.36427,                 1.0685,             2.1364e-05,             2.1364e-05,             2.1364e-05
