                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.90473,                0.53842,                 1.1055,                0.88334,                 0.9066,                0.93911,                0.69807,                0.82533,                0.50409,                 1.0809,              0.0012592,              0.0012592,              0.0012592
                     26,                0.87644,                0.53446,                 1.0921,                0.84794,                0.87564,                0.89158,                 0.6579,                0.82123,                0.61087,                 1.0917,              0.0012522,              0.0012522,              0.0012522
                     27,                0.86694,                0.51931,                 1.0792,                0.88272,                0.92907,                0.94148,                0.70033,                0.81873,                 0.5013,                  1.086,              0.0012451,              0.0012451,              0.0012451
                     28,                0.86513,                0.50705,                 1.0768,                0.88976,                 0.8881,                0.92884,                0.66379,                0.87275,                0.52177,                 1.1421,               0.001238,               0.001238,               0.001238
                     29,                0.87656,                0.51516,                 1.0877,                0.89656,                0.91916,                0.94466,                0.68526,                0.90425,                0.51279,                 1.1335,              0.0012309,              0.0012309,              0.0012309
                     30,                0.86032,                0.49332,                 1.0772,                0.87795,                0.89151,                0.94165,                0.69753,                0.79228,                 0.4628,                 1.0716,              0.0012239,              0.0012239,              0.0012239
                     31,                 0.8515,                0.49366,                 1.0745,                0.90359,                0.90247,                0.94853,                0.71113,                0.81101,                0.46606,                 1.0719,              0.0012168,              0.0012168,              0.0012168
                     32,                0.83638,                0.48663,                 1.0598,                 0.9034,                0.90299,                0.94012,                0.68768,                0.84449,                0.45715,                 1.1046,              0.0012097,              0.0012097,              0.0012097
                     33,                0.85225,                0.49469,                 1.0786,                0.84712,                0.85465,                0.90554,                0.68782,                  0.755,                 0.4747,                 1.0441,              0.0012026,              0.0012026,              0.0012026
                     34,                0.85238,                0.48467,                 1.0667,                0.89162,                0.88942,                0.92642,                0.68229,                0.80577,                0.54541,                 1.0707,              0.0011956,              0.0011956,              0.0011956
                     35,                0.83275,                0.48078,                 1.0589,                0.90028,                 0.8804,                0.93227,                 0.7017,                0.82097,                0.48312,                 1.0946,              0.0011885,              0.0011885,              0.0011885
                     36,                0.84315,                0.48857,                 1.0666,                0.85878,                0.89973,                0.92811,                0.69094,                0.84781,                0.52382,                  1.102,              0.0011814,              0.0011814,              0.0011814
                     37,                0.83248,                0.48473,                 1.0549,                0.90302,                0.87792,                0.93477,                0.70333,                0.80631,                0.46413,                 1.0719,              0.0011744,              0.0011744,              0.0011744
                     38,                0.82772,                0.47569,                 1.0638,                0.89164,                0.89354,                0.93137,                0.70143,                0.81033,                 0.5094,                  1.082,              0.0011673,              0.0011673,              0.0011673
                     39,                0.82742,                0.47155,                 1.0576,                0.90892,                0.89892,                0.94596,                0.70343,                0.82941,                0.46551,                 1.0696,              0.0011602,              0.0011602,              0.0011602
                     40,                0.82306,                 0.4659,                  1.061,                0.92918,                 0.8496,                0.95171,                0.71167,                 0.7663,                0.45153,                 1.0447,              0.0011531,              0.0011531,              0.0011531
                     41,                0.81848,                0.46744,                  1.048,                0.89912,                0.91573,                0.94722,                0.70368,                0.81572,                 0.4537,                 1.0688,              0.0011461,              0.0011461,              0.0011461
                     42,                0.81451,                 0.4624,                 1.0517,                0.89208,                0.88762,                0.92739,                0.69786,                0.79364,                0.44738,                 1.0635,               0.001139,               0.001139,               0.001139
                     43,                0.81462,                0.46498,                 1.0529,                0.86596,                0.87398,                0.91707,                0.67478,                0.81659,                0.49849,                 1.0698,              0.0011319,              0.0011319,              0.0011319
                     44,                0.80435,                0.46108,                 1.0462,                0.88155,                0.90476,                0.94517,                0.70709,                0.77352,                0.44168,                 1.0632,              0.0011248,              0.0011248,              0.0011248
                     45,                0.80168,                0.45693,                 1.0439,                0.86048,                0.90647,                0.94221,                0.70492,                0.76981,                0.45536,                 1.0608,              0.0011178,              0.0011178,              0.0011178
                     46,                0.79834,                0.44821,                 1.0438,                0.87619,                0.93092,                 0.9425,                0.71109,                0.76644,                 0.4315,                 1.0464,              0.0011107,              0.0011107,              0.0011107
                     47,                0.80946,                0.47124,                 1.0525,                0.87657,                 0.8846,                0.93595,                0.70718,                0.77009,                 0.5678,                 1.0498,              0.0011036,              0.0011036,              0.0011036
                     48,                0.79604,                0.45348,                 1.0406,                0.92062,                0.89406,                0.94175,                0.70052,                 0.8027,                0.45287,                 1.0806,              0.0010965,              0.0010965,              0.0010965
                     49,                0.78598,                0.44171,                 1.0366,                0.86898,                0.79233,                0.88372,                0.60689,                0.89647,                0.53735,                 1.1717,              0.0010895,              0.0010895,              0.0010895
                     50,                0.79482,                0.43818,                 1.0337,                0.90759,                0.90459,                0.93483,                0.69716,                0.79745,                0.46023,                 1.0746,              0.0010824,              0.0010824,              0.0010824
                     51,                0.79539,                 0.4469,                 1.0424,                0.87741,                 0.9062,                0.93344,                0.69935,                0.77634,                0.49359,                  1.062,              0.0010753,              0.0010753,              0.0010753
                     52,                0.78304,                0.43449,                  1.037,                0.89756,                0.90782,                 0.9407,                0.71228,                0.78358,                 0.4344,                  1.058,              0.0010682,              0.0010682,              0.0010682
                     53,                0.79238,                0.44399,                 1.0447,                0.90607,                0.90337,                0.94317,                0.70556,                0.80994,                0.43239,                 1.0811,              0.0010612,              0.0010612,              0.0010612
                     54,                0.78002,                 0.4316,                 1.0373,                0.90756,                0.89937,                0.93503,                0.70605,                0.80241,                0.46658,                 1.0757,              0.0010541,              0.0010541,              0.0010541
                     55,                0.77934,                0.43161,                 1.0298,                0.89131,                0.90824,                0.93263,                0.71185,                0.74949,                 0.4213,                 1.0576,               0.001047,               0.001047,               0.001047
                     56,                0.76882,                 0.4331,                 1.0261,                0.90531,                0.91526,                0.93954,                0.70686,                0.78888,                0.44129,                  1.066,                0.00104,                0.00104,                0.00104
                     57,                0.77555,                0.43409,                 1.0284,                 0.9177,                0.92261,                0.95465,                0.72069,                 0.7707,                0.41838,                 1.0598,              0.0010329,              0.0010329,              0.0010329
                     58,                0.77498,                0.43367,                 1.0274,                0.91788,                 0.9106,                0.94206,                0.70673,                0.76173,                0.42017,                 1.0593,              0.0010258,              0.0010258,              0.0010258
                     59,                0.76661,                0.42594,                 1.0236,                0.87281,                0.92603,                0.94145,                0.71212,                0.75906,                0.43812,                 1.0586,              0.0010187,              0.0010187,              0.0010187
                     60,                0.76524,                0.43102,                 1.0332,                0.88772,                0.87284,                0.91794,                0.69772,                0.76775,                 0.4358,                   1.05,              0.0010117,              0.0010117,              0.0010117
                     61,                0.76167,                0.42373,                 1.0248,                0.89677,                0.90948,                0.93905,                0.70595,                0.77723,                0.41277,                 1.0569,              0.0010046,              0.0010046,              0.0010046
                     62,                0.76336,                 0.4256,                 1.0243,                0.92622,                0.90845,                0.94471,                0.71844,                0.74211,                0.43873,                 1.0494,             0.00099751,             0.00099751,             0.00099751
                     63,                0.75921,                0.41876,                 1.0225,                0.89139,                0.91703,                0.94299,                 0.7063,                0.77282,                0.42158,                 1.0716,             0.00099044,             0.00099044,             0.00099044
                     64,                0.74603,                0.41334,                 1.0215,                0.89437,                0.90013,                0.93517,                0.70099,                0.76697,                0.45553,                 1.0576,             0.00098337,             0.00098337,             0.00098337
                     65,                0.74352,                0.41491,                 1.0214,                0.91755,                0.82044,                0.93369,                 0.6783,                0.86335,                0.46928,                 1.1451,             0.00097629,             0.00097629,             0.00097629
                     66,                0.75318,                0.41942,                 1.0205,                0.90312,                0.90691,                  0.933,                0.69774,                0.80985,                0.43523,                  1.082,             0.00096922,             0.00096922,             0.00096922
                     67,                0.73333,                0.40778,                 1.0158,                0.87819,                0.91207,                0.94092,                0.71563,                0.75351,                0.40775,                 1.0503,             0.00096215,             0.00096215,             0.00096215
                     68,                 0.7444,                0.41226,                 1.0239,                0.88021,                0.92193,                0.94368,                0.71864,                 0.7801,                0.46204,                 1.0812,             0.00095507,             0.00095507,             0.00095507
                     69,                 0.7446,                0.40798,                  1.021,                0.90248,                0.90257,                0.94542,                0.72461,                0.78511,                0.43906,                 1.0592,               0.000948,               0.000948,               0.000948
                     70,                0.73977,                0.40303,                 1.0171,                0.88728,                0.90841,                0.94572,                0.72346,                0.74864,                0.40819,                 1.0343,             0.00094093,             0.00094093,             0.00094093
                     71,                0.73073,                0.40015,                 1.0135,                0.91891,                0.92187,                0.94461,                0.71756,                0.76327,                0.42303,                 1.0594,             0.00093385,             0.00093385,             0.00093385
                     72,                0.74361,                0.41101,                 1.0174,                0.82788,                0.90511,                0.92197,                0.68937,                0.78688,                0.70961,                 1.0838,             0.00092678,             0.00092678,             0.00092678
                     73,                0.73243,                0.40873,                 1.0124,                0.89717,                0.93157,                0.94295,                0.72085,                0.77134,                0.40526,                 1.0461,              0.0009197,              0.0009197,              0.0009197
                     74,                0.71846,                0.39998,                 1.0112,                0.88715,                0.91523,                0.93982,                0.72056,                0.76405,                0.41802,                 1.0462,             0.00091263,             0.00091263,             0.00091263
                     75,                0.74416,                0.41562,                 1.0181,                0.89689,                0.91008,                0.93231,                0.71025,                0.76064,                0.42319,                 1.0569,             0.00090556,             0.00090556,             0.00090556
                     76,                0.71406,                0.39376,                 1.0002,                0.90128,                0.90861,                0.94198,                0.71885,                0.78361,                0.41528,                 1.0662,             0.00089848,             0.00089848,             0.00089848
                     77,                0.72572,                 0.4017,                 1.0051,                0.90299,                0.90082,                0.93527,                0.70664,                0.78533,                0.43715,                 1.0673,             0.00089141,             0.00089141,             0.00089141
                     78,                0.73486,                0.40249,                 1.0101,                0.90324,                0.92235,                0.94943,                0.72599,                0.75129,                0.42025,                 1.0345,             0.00088434,             0.00088434,             0.00088434
                     79,                0.74117,                0.40429,                 1.0112,                0.91186,                0.92795,                0.94736,                0.72943,                 0.7556,                0.40441,                 1.0476,             0.00087726,             0.00087726,             0.00087726
                     80,                0.72292,                 0.4028,                 1.0108,                 0.8895,                0.91947,                0.94327,                0.71348,                0.78366,                0.40463,                 1.0568,             0.00087019,             0.00087019,             0.00087019
                     81,                0.72257,                0.39904,                 1.0057,                0.91799,                0.90642,                0.94372,                0.72087,                0.75493,                0.40103,                 1.0514,             0.00086312,             0.00086312,             0.00086312
                     82,                0.71455,                0.39171,                0.99993,                0.90428,                0.89365,                0.92469,                0.70185,                0.78584,                0.41848,                 1.0723,             0.00085604,             0.00085604,             0.00085604
                     83,                0.72052,                0.39744,                 1.0047,                0.89607,                0.91524,                0.93811,                0.71359,                0.77265,                 0.4061,                 1.0785,             0.00084897,             0.00084897,             0.00084897
                     84,                0.71031,                 0.3942,                 1.0015,                0.90005,                0.89582,                0.93266,                0.70413,                0.78607,                0.41875,                 1.0644,              0.0008419,              0.0008419,              0.0008419
                     85,                0.70992,                0.38869,                 1.0016,                0.88576,                0.90776,                0.93158,                0.70782,                0.78717,                0.41811,                 1.0613,             0.00083482,             0.00083482,             0.00083482
                     86,                0.70036,                0.38647,                0.99634,                  0.888,                0.92311,                0.93823,                 0.7143,                0.78288,                 0.4313,                 1.0725,             0.00082775,             0.00082775,             0.00082775
                     87,                0.70359,                0.38527,                 1.0035,                0.91448,                0.91473,                0.94325,                0.72503,                0.75354,                0.40196,                 1.0402,             0.00082067,             0.00082067,             0.00082067
                     88,                0.71966,                0.38846,                 0.9944,                0.91169,                0.90042,                0.94047,                0.72093,                0.74305,                0.39495,                 1.0338,              0.0008136,              0.0008136,              0.0008136
                     89,                0.70844,                0.38399,                0.99549,                0.93148,                0.91273,                0.94337,                0.72338,                0.76249,                0.39131,                 1.0521,             0.00080653,             0.00080653,             0.00080653
                     90,                0.69868,                0.38259,                0.99277,                 0.9032,                0.91323,                0.93822,                0.71497,                0.75468,                0.39512,                 1.0428,             0.00079945,             0.00079945,             0.00079945
                     91,                0.69226,                0.38482,                 0.9955,                0.87756,                0.92054,                0.94028,                0.72036,                0.73845,                0.39291,                 1.0378,             0.00079238,             0.00079238,             0.00079238
                     92,                0.69861,                0.38224,                0.99619,                0.90498,                 0.9109,                0.93582,                0.72378,                0.75154,                 0.3967,                 1.0633,             0.00078531,             0.00078531,             0.00078531
                     93,                0.69231,                0.37904,                0.99233,                0.90263,                0.90102,                0.93809,                0.72151,                0.75642,                0.40353,                 1.0508,             0.00077823,             0.00077823,             0.00077823
                     94,                0.69694,                0.38297,                0.99028,                0.87403,                0.91888,                0.92598,                0.70278,                0.75867,                0.40453,                 1.0448,             0.00077116,             0.00077116,             0.00077116
                     95,                0.69803,                0.38239,                0.99424,                0.90633,                0.92015,                0.94458,                0.71978,                0.76995,                 0.4019,                 1.0624,             0.00076409,             0.00076409,             0.00076409
                     96,                0.68872,                0.38055,                0.98839,                0.89824,                0.92019,                0.93974,                0.71223,                0.80499,                 0.4229,                 1.0696,             0.00075701,             0.00075701,             0.00075701
                     97,                0.68984,                 0.3775,                0.98732,                0.89974,                0.91208,                0.93696,                0.71281,                0.78285,                0.42594,                 1.0714,             0.00074994,             0.00074994,             0.00074994
                     98,                0.68574,                0.37474,                0.98588,                0.91604,                 0.8945,                0.94494,                0.71831,                0.77596,                 0.4205,                 1.0561,             0.00074287,             0.00074287,             0.00074287
                     99,                 0.6842,                0.37901,                0.99131,                  0.923,                0.86649,                0.93401,                0.71586,                0.76435,                0.42173,                 1.0362,             0.00073579,             0.00073579,             0.00073579
                    100,                0.69213,                0.37992,                0.98937,                0.88811,                0.89382,                0.92605,                0.70557,                0.78742,                 0.4165,                 1.0561,             0.00072872,             0.00072872,             0.00072872
                    101,                0.69005,                0.37751,                0.98846,                0.92433,                0.89871,                0.94031,                0.72152,                0.74898,                0.41633,                 1.0335,             0.00072164,             0.00072164,             0.00072164
                    102,                0.66631,                0.36959,                0.98035,                 0.9065,                0.90297,                0.93677,                0.72406,                0.75751,                0.41106,                 1.0488,             0.00071457,             0.00071457,             0.00071457
                    103,                0.67223,                0.37076,                0.98294,                0.90117,                0.91582,                0.94227,                0.72377,                0.75926,                0.38844,                 1.0484,              0.0007075,              0.0007075,              0.0007075
                    104,                0.66661,                0.36829,                0.98031,                0.91981,                0.88887,                 0.9384,                0.72259,                0.77609,                0.40379,                 1.0727,             0.00070042,             0.00070042,             0.00070042
                    105,                0.67252,                0.37001,                0.98407,                0.90258,                0.90999,                0.93695,                0.71833,                 0.7583,                0.39359,                  1.046,             0.00069335,             0.00069335,             0.00069335
                    106,                0.66993,                0.36331,                0.97688,                0.92238,                0.89999,                0.94345,                0.71522,                0.74399,                 0.3962,                 1.0397,             0.00068628,             0.00068628,             0.00068628
                    107,                 0.6618,                0.36549,                 0.9778,                 0.9119,                 0.9112,                0.94075,                0.72293,                0.76206,                0.38506,                 1.0553,              0.0006792,              0.0006792,              0.0006792
                    108,                0.67409,                0.36987,                0.97759,                 0.9146,                0.91379,                0.94238,                0.72332,                0.75485,                0.40323,                 1.0472,             0.00067213,             0.00067213,             0.00067213
                    109,                0.67393,                 0.3724,                0.98626,                0.89578,                0.91802,                 0.9354,                0.71403,                0.77814,                 0.4082,                 1.0567,             0.00066506,             0.00066506,             0.00066506
                    110,                0.67172,                0.37092,                0.97585,                0.88391,                0.92156,                0.93964,                 0.7149,                0.77877,                0.40133,                 1.0715,             0.00065798,             0.00065798,             0.00065798
                    111,                0.66325,                 0.3585,                0.97419,                0.91453,                0.91654,                0.94145,                0.72276,                0.75557,                0.39659,                 1.0633,             0.00065091,             0.00065091,             0.00065091
                    112,                0.65924,                0.36326,                0.97383,                0.91407,                 0.9142,                 0.9452,                0.72147,                0.74578,                0.40922,                 1.0398,             0.00064384,             0.00064384,             0.00064384
                    113,                0.64616,                0.35493,                0.97344,                0.89928,                0.93528,                0.94834,                 0.7295,                0.74671,                0.38925,                 1.0538,             0.00063676,             0.00063676,             0.00063676
                    114,                0.65244,                0.35576,                0.97525,                0.90083,                0.91477,                0.94047,                0.72621,                0.76358,                0.40025,                 1.0585,             0.00062969,             0.00062969,             0.00062969
                    115,                0.66759,                 0.3646,                0.98146,                0.90744,                0.90529,                0.94314,                0.71798,                0.76392,                0.39944,                 1.0578,             0.00062262,             0.00062262,             0.00062262
                    116,                0.65527,                 0.3584,                0.97794,                 0.9121,                0.89963,                0.94038,                0.71834,                0.78995,                0.39736,                 1.0699,             0.00061554,             0.00061554,             0.00061554
                    117,                0.65782,                0.35562,                0.97463,                 0.9215,                0.90799,                0.94439,                0.73667,                0.75591,                0.38361,                 1.0414,             0.00060847,             0.00060847,             0.00060847
                    118,                0.65728,                0.35774,                0.97572,                0.90725,                0.91293,                0.94224,                0.72808,                0.74779,                0.39648,                 1.0358,             0.00060139,             0.00060139,             0.00060139
                    119,                0.64323,                 0.3517,                0.97456,                0.89837,                0.92074,                0.93874,                0.72397,                0.76972,                0.40654,                 1.0531,             0.00059432,             0.00059432,             0.00059432
                    120,                 0.6555,                0.35618,                  0.977,                 0.8969,                0.90704,                0.93644,                0.71021,                0.79015,                0.41769,                 1.0717,             0.00058725,             0.00058725,             0.00058725
                    121,                0.65515,                0.35795,                0.97071,                0.88702,                0.92655,                0.94392,                0.72597,                0.75989,                0.40595,                   1.06,             0.00058017,             0.00058017,             0.00058017
                    122,                 0.6483,                0.35561,                0.97568,                0.90672,                0.90707,                0.94004,                0.71577,                 0.7633,                 0.3965,                 1.0543,              0.0005731,              0.0005731,              0.0005731
                    123,                0.64298,                0.35103,                0.96289,                0.90257,                0.92168,                0.94407,                0.72099,                 0.7637,                0.38953,                 1.0687,             0.00056603,             0.00056603,             0.00056603
                    124,                0.63998,                0.35077,                 0.9717,                0.90917,                0.90313,                0.93319,                0.70374,                0.77432,                0.41251,                  1.069,             0.00055895,             0.00055895,             0.00055895
                    125,                0.63824,                0.35265,                0.96203,                0.91297,                0.90415,                0.94101,                0.73113,                0.74226,                 0.3843,                 1.0505,             0.00055188,             0.00055188,             0.00055188
                    126,                 0.6468,                0.35341,                0.96885,                0.90013,                0.91209,                0.94181,                0.73089,                0.75162,                0.38843,                 1.0573,             0.00054481,             0.00054481,             0.00054481
                    127,                0.64387,                 0.3507,                0.96417,                0.91026,                0.91388,                0.93536,                0.72509,                0.75196,                0.39223,                 1.0506,             0.00053773,             0.00053773,             0.00053773
                    128,                0.64496,                0.35073,                0.96484,                0.88216,                 0.9068,                 0.9257,                0.71834,                0.74504,                0.40866,                 1.0463,             0.00053066,             0.00053066,             0.00053066
                    129,                 0.6287,                  0.344,                0.95837,                0.90184,                0.89132,                0.93258,                0.71964,                0.75738,                0.38902,                 1.0642,             0.00052359,             0.00052359,             0.00052359
                    130,                0.63069,                0.34553,                0.96249,                0.89811,                0.92322,                0.94561,                 0.7333,                0.75762,                0.38075,                 1.0633,             0.00051651,             0.00051651,             0.00051651
                    131,                0.63151,                0.34111,                0.96135,                0.91822,                0.91886,                 0.9494,                0.73362,                0.74887,                0.37695,                 1.0459,             0.00050944,             0.00050944,             0.00050944
                    132,                0.63837,                0.34948,                0.96614,                0.90348,                0.90816,                0.93713,                 0.7168,                0.78295,                 0.3955,                 1.0762,             0.00050236,             0.00050236,             0.00050236
                    133,                0.62986,                0.34185,                0.96086,                    0.9,                0.91576,                0.93837,                0.72256,                0.75902,                0.38383,                 1.0567,             0.00049529,             0.00049529,             0.00049529
                    134,                0.62585,                0.34647,                0.96392,                 0.9191,                0.89288,                 0.9336,                0.71672,                 0.7527,                0.41129,                 1.0587,             0.00048822,             0.00048822,             0.00048822
                    135,                0.62704,                0.34419,                0.96232,                0.90065,                 0.9182,                0.93954,                0.71132,                0.77659,                0.39351,                 1.0751,             0.00048114,             0.00048114,             0.00048114
                    136,                0.62628,                0.34163,                0.95978,                0.92235,                0.92173,                0.94575,                0.72683,                 0.7522,                0.38497,                 1.0431,             0.00047407,             0.00047407,             0.00047407
                    137,                0.62503,                0.34179,                0.95666,                0.91585,                0.91974,                0.94209,                0.72135,                0.75002,                0.38678,                 1.0478,               0.000467,               0.000467,               0.000467
                    138,                0.61786,                0.33907,                0.95827,                0.91051,                0.90007,                0.93776,                0.71976,                0.75473,                0.38286,                 1.0553,             0.00045992,             0.00045992,             0.00045992
                    139,                0.62613,                0.34096,                0.96056,                0.91419,                0.90935,                0.94279,                0.71924,                0.76678,                0.38308,                 1.0594,             0.00045285,             0.00045285,             0.00045285
                    140,                0.61305,                0.33237,                0.95821,                0.90463,                0.92276,                0.94545,                0.72544,                 0.7673,                0.39285,                 1.0662,             0.00044578,             0.00044578,             0.00044578
                    141,                0.62119,                0.33917,                0.95693,                0.91149,                0.91496,                0.93977,                0.72872,                0.74467,                0.38691,                 1.0498,              0.0004387,              0.0004387,              0.0004387
                    142,                0.61339,                0.33263,                 0.9596,                0.91167,                0.89682,                0.93284,                0.71639,                0.76518,                0.40298,                 1.0619,             0.00043163,             0.00043163,             0.00043163
                    143,                0.62083,                0.33838,                0.95512,                0.91321,                0.91265,                0.94325,                 0.7305,                0.75398,                0.38277,                  1.051,             0.00042456,             0.00042456,             0.00042456
                    144,                0.61943,                0.33749,                0.95606,                0.92231,                0.91581,                0.94399,                0.73379,                0.74891,                0.37242,                 1.0554,             0.00041748,             0.00041748,             0.00041748
                    145,                0.60775,                0.33348,                0.95806,                0.91905,                0.89749,                0.94273,                0.72808,                0.75852,                0.38501,                 1.0586,             0.00041041,             0.00041041,             0.00041041
                    146,                0.61655,                0.33677,                0.95472,                0.91331,                0.91211,                0.94272,                0.72412,                0.75221,                0.38751,                 1.0537,             0.00040334,             0.00040334,             0.00040334
                    147,                0.59413,                0.32172,                0.95321,                0.92161,                 0.9026,                0.94235,                0.72392,                0.76191,                0.38308,                  1.053,             0.00039626,             0.00039626,             0.00039626
                    148,                 0.6056,                0.32978,                0.95198,                0.91049,                0.91849,                0.94657,                 0.7334,                 0.7566,                0.37145,                 1.0549,             0.00038919,             0.00038919,             0.00038919
                    149,                0.60301,                0.32585,                0.94981,                0.92503,                0.90842,                 0.9446,                 0.7292,                0.75521,                0.37736,                 1.0579,             0.00038211,             0.00038211,             0.00038211
                    150,                0.60293,                0.33085,                0.94892,                0.91853,                 0.9155,                0.94653,                0.73687,                0.75516,                0.37297,                 1.0546,             0.00037504,             0.00037504,             0.00037504
                    151,                0.60537,                0.33115,                0.95424,                0.91425,                0.90807,                0.94366,                0.73528,                0.74961,                  0.376,                 1.0587,             0.00036797,             0.00036797,             0.00036797
                    152,                0.59819,                0.32626,                0.95021,                0.91493,                0.90603,                0.94361,                 0.7249,                0.75234,                0.37715,                 1.0626,             0.00036089,             0.00036089,             0.00036089
                    153,                0.60124,                0.32737,                0.94722,                0.91127,                0.92169,                0.94731,                0.73053,                0.76055,                0.37184,                 1.0697,             0.00035382,             0.00035382,             0.00035382
                    154,                0.60654,                0.32705,                0.95268,                0.90425,                0.90767,                0.93923,                0.72412,                 0.7729,                0.37207,                 1.0809,             0.00034675,             0.00034675,             0.00034675
                    155,                0.59265,                0.32394,                0.94602,                0.91315,                0.90498,                0.93553,                0.72037,                0.76441,                0.37199,                 1.0709,             0.00033967,             0.00033967,             0.00033967
                    156,                0.59448,                0.31846,                0.94617,                0.91137,                0.92561,                0.94631,                0.73498,                0.74508,                0.36981,                 1.0551,              0.0003326,              0.0003326,              0.0003326
                    157,                0.60417,                0.32626,                0.94683,                0.91451,                0.91502,                0.94359,                0.73124,                0.76239,                0.38068,                 1.0671,             0.00032553,             0.00032553,             0.00032553
