                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    317,                0.54464,                0.31077,                0.93641,                0.90753,                0.90738,                0.94106,                0.73461,                0.71738,                0.47314,                0.91218,              0.0068716,              0.0068716,              0.0068716
                    318,                0.55313,                0.31636,                0.93939,                   0.91,                0.91178,                0.94347,                0.73613,                0.71881,                0.47419,                0.90509,              0.0068617,              0.0068617,              0.0068617
                    319,                0.55665,                0.31809,                0.93757,                0.89711,                0.92101,                0.93856,                0.73116,                0.71755,                0.48121,                0.90907,              0.0068518,              0.0068518,              0.0068518
                    320,                0.55334,                0.31715,                0.93625,                0.90333,                0.90457,                0.94115,                0.73189,                0.70834,                 0.4736,                0.90325,              0.0068419,              0.0068419,              0.0068419
                    321,                0.54161,                0.31217,                0.93326,                0.91079,                0.89856,                 0.9339,                0.72743,                0.70292,                0.45421,                0.89606,               0.006832,               0.006832,               0.006832
                    322,                0.54773,                0.31535,                0.93978,                0.90689,                0.90966,                 0.9331,                0.72809,                0.69335,                0.44805,                0.88711,              0.0068221,              0.0068221,              0.0068221
                    323,                0.55174,                0.31471,                0.93764,                0.90388,                0.92574,                0.93874,                0.73385,                0.69807,                0.44817,                0.88733,              0.0068122,              0.0068122,              0.0068122
                    324,                0.55631,                 0.3181,                0.93557,                0.91366,                0.90117,                0.93826,                0.73631,                0.70343,                0.45292,                0.88762,              0.0068023,              0.0068023,              0.0068023
                    325,                0.54043,                0.31059,                0.93156,                0.91282,                0.90229,                0.93856,                0.74172,                0.69811,                0.43895,                 0.8817,              0.0067924,              0.0067924,              0.0067924
                    326,                0.54625,                0.30809,                0.93387,                0.91475,                0.90682,                0.94127,                0.73707,                 0.7065,                0.45018,                0.89379,              0.0067825,              0.0067825,              0.0067825
                    327,                 0.5466,                0.31087,                0.93167,                0.90015,                0.91477,                0.93589,                0.73172,                0.71688,                0.46387,                0.90837,              0.0067726,              0.0067726,              0.0067726
                    328,                0.55569,                0.31451,                0.93469,                0.91033,                0.90393,                0.93685,                0.73166,                0.71487,                0.45052,                0.91186,              0.0067627,              0.0067627,              0.0067627
                    329,                0.55016,                0.31318,                0.93394,                0.91752,                0.91027,                 0.9457,                0.73952,                0.72849,                0.45145,                0.92285,              0.0067528,              0.0067528,              0.0067528
                    330,                0.54884,                0.31338,                 0.9367,                 0.9124,                0.91297,                0.94314,                 0.7375,                0.72428,                0.43797,                0.91718,              0.0067429,              0.0067429,              0.0067429
                    331,                0.54476,                0.31294,                 0.9366,                0.90384,                0.92289,                 0.9474,                0.74019,                0.72592,                0.44837,                0.91558,               0.006733,               0.006733,               0.006733
                    332,                0.54215,                0.31311,                0.93143,                0.91517,                0.91292,                0.94632,                0.73833,                0.72325,                0.44388,                0.91556,              0.0067231,              0.0067231,              0.0067231
                    333,                0.54829,                 0.3147,                0.93418,                0.90342,                0.92942,                0.94504,                0.73653,                0.72353,                0.45189,                0.92344,              0.0067132,              0.0067132,              0.0067132
                    334,                0.54408,                 0.3127,                0.93699,                0.90328,                0.92353,                 0.9409,                0.73365,                0.72928,                0.43842,                0.92999,              0.0067033,              0.0067033,              0.0067033
                    335,                0.53638,                0.31028,                 0.9318,                0.90968,                0.91309,                0.94181,                0.73694,                0.72269,                0.43089,                0.91348,              0.0066934,              0.0066934,              0.0066934
                    336,                0.53855,                0.30788,                0.93373,                0.90979,                0.90414,                0.93946,                0.73443,                0.73031,                0.44285,                0.91708,              0.0066835,              0.0066835,              0.0066835
                    337,                0.54202,                0.31037,                0.93696,                0.89693,                 0.9145,                0.93268,                0.72888,                  0.722,                0.46047,                0.90748,              0.0066736,              0.0066736,              0.0066736
                    338,                0.54745,                0.31111,                0.93471,                0.90069,                0.91242,                0.93461,                0.72953,                 0.7319,                 0.4757,                0.92351,              0.0066637,              0.0066637,              0.0066637
                    339,                0.53332,                 0.3088,                0.93464,                0.90355,                 0.9162,                0.93783,                 0.7321,                 0.7222,                0.45693,                0.91056,              0.0066538,              0.0066538,              0.0066538
                    340,                0.54617,                0.31173,                0.93467,                0.90402,                0.90631,                0.92824,                0.72886,                0.72227,                0.44903,                 0.9116,              0.0066439,              0.0066439,              0.0066439
                    341,                0.54871,                0.31274,                0.93528,                0.89788,                0.92236,                0.93944,                0.73314,                0.73356,                 0.4515,                0.92228,               0.006634,               0.006634,               0.006634
                    342,                 0.5458,                0.30951,                0.93088,                0.90199,                0.90894,                0.93255,                0.73126,                0.73242,                0.44875,                0.92245,              0.0066241,              0.0066241,              0.0066241
                    343,                0.52785,                0.30226,                0.92983,                0.90451,                0.91263,                0.92916,                0.72897,                  0.723,                0.45172,                0.91361,              0.0066142,              0.0066142,              0.0066142
                    344,                0.53989,                0.30791,                 0.9327,                0.90164,                0.92015,                0.93441,                0.73044,                0.72455,                0.45839,                 0.9101,              0.0066043,              0.0066043,              0.0066043
                    345,                0.53555,                0.30934,                0.93252,                0.90187,                0.91012,                0.93434,                0.72901,                0.73474,                0.47982,                0.92654,              0.0065944,              0.0065944,              0.0065944
                    346,                0.53956,                0.30898,                0.93325,                 0.9073,                0.89966,                0.93388,                0.73029,                0.73766,                0.46249,                0.92946,              0.0065845,              0.0065845,              0.0065845
                    347,                0.54025,                0.30803,                0.93339,                0.91295,                0.90319,                0.93615,                0.73173,                0.72945,                0.46284,                0.91694,              0.0065746,              0.0065746,              0.0065746
                    348,                0.54107,                 0.3078,                0.93381,                0.89475,                0.91639,                0.93548,                0.73232,                  0.726,                0.45755,                0.91598,              0.0065647,              0.0065647,              0.0065647
                    349,                0.54612,                 0.3079,                0.93106,                0.89676,                0.91312,                0.93069,                0.73178,                0.72567,                0.45867,                0.91596,              0.0065548,              0.0065548,              0.0065548
                    350,                0.54442,                0.30862,                0.93216,                0.90889,                0.90815,                0.93794,                0.73425,                 0.7192,                0.46078,                0.90575,              0.0065449,              0.0065449,              0.0065449
                    351,                0.54281,                 0.3086,                0.92913,                0.90463,                0.90436,                0.93755,                0.73035,                0.73549,                0.46976,                0.91783,               0.006535,               0.006535,               0.006535
                    352,                0.53117,                0.30279,                0.92867,                0.90147,                0.90582,                0.94024,                0.73483,                 0.7387,                0.47776,                0.92966,              0.0065251,              0.0065251,              0.0065251
                    353,                0.54568,                0.31018,                0.93123,                0.90961,                 0.9013,                0.94152,                0.73655,                0.72562,                0.47765,                 0.9205,              0.0065152,              0.0065152,              0.0065152
                    354,                0.53038,                0.30758,                0.93229,                0.90693,                0.90788,                0.94171,                0.74325,                0.71893,                 0.4764,                 0.9131,              0.0065053,              0.0065053,              0.0065053
                    355,                0.54115,                  0.309,                 0.9319,                0.91364,                0.90714,                0.93757,                0.73745,                0.72238,                 0.4695,                0.91382,              0.0064954,              0.0064954,              0.0064954
                    356,                0.53638,                0.30718,                0.93224,                0.90238,                0.91643,                0.93363,                0.73606,                0.71092,                0.45999,                0.89676,              0.0064855,              0.0064855,              0.0064855
                    357,                 0.5391,                0.30884,                0.92558,                 0.9092,                0.91613,                0.94245,                0.74405,                0.69905,                0.45084,                0.88843,              0.0064756,              0.0064756,              0.0064756
                    358,                0.53689,                0.30599,                0.92706,                0.91072,                0.92155,                0.94319,                0.74533,                0.69694,                0.44351,                0.88987,              0.0064657,              0.0064657,              0.0064657
                    359,                 0.5229,                0.30446,                0.92917,                0.90727,                0.90731,                0.94016,                0.74561,                0.70326,                0.44986,                0.89177,              0.0064558,              0.0064558,              0.0064558
                    360,                0.53634,                0.30719,                0.93267,                0.90519,                0.91837,                 0.9374,                 0.7421,                0.70493,                0.43283,                0.89263,              0.0064459,              0.0064459,              0.0064459
                    361,                0.52442,                0.30286,                0.93172,                0.90643,                 0.9157,                0.93894,                0.74341,                0.70564,                0.43362,                0.89357,               0.006436,               0.006436,               0.006436
                    362,                0.53679,                0.30526,                0.92939,                0.90705,                0.90718,                0.93196,                0.73709,                0.71801,                0.44732,                0.90718,              0.0064261,              0.0064261,              0.0064261
                    363,                0.53297,                0.30448,                0.92923,                0.89365,                0.90669,                0.92993,                0.72943,                0.72782,                0.46452,                0.91939,              0.0064162,              0.0064162,              0.0064162
                    364,                0.53678,                0.30626,                0.92697,                0.89656,                0.90362,                0.93126,                0.73107,                0.72537,                0.46611,                0.92115,              0.0064063,              0.0064063,              0.0064063
                    365,                0.53694,                0.30927,                0.92653,                0.89458,                0.90858,                0.92826,                0.72417,                 0.7283,                0.46965,                0.92284,              0.0063964,              0.0063964,              0.0063964
                    366,                0.53242,                0.30833,                0.92933,                 0.8985,                0.90888,                0.93475,                0.72557,                0.74423,                0.46761,                0.94284,              0.0063865,              0.0063865,              0.0063865
                    367,                0.52623,                0.30356,                 0.9298,                0.89747,                0.91986,                0.94031,                0.73335,                 0.7271,                0.44948,                0.92245,              0.0063766,              0.0063766,              0.0063766
                    368,                0.53939,                0.30863,                 0.9277,                0.90699,                0.91883,                0.94384,                0.73905,                0.71649,                0.44247,                 0.9021,              0.0063667,              0.0063667,              0.0063667
                    369,                0.54455,                0.31106,                0.93499,                0.90445,                0.91518,                0.94575,                0.73836,                0.70889,                0.44992,                0.89249,              0.0063568,              0.0063568,              0.0063568
                    370,                0.53264,                0.30372,                0.93111,                 0.9106,                  0.903,                0.94212,                0.74398,                0.70939,                0.46287,                0.89272,              0.0063469,              0.0063469,              0.0063469
                    371,                0.52191,                0.30033,                0.93148,                0.91355,                0.90076,                 0.9407,                0.74276,                0.70957,                0.46116,                0.89166,               0.006337,               0.006337,               0.006337
                    372,                0.53679,                 0.3065,                0.93055,                0.90923,                0.90521,                0.94286,                0.74353,                0.70668,                0.44386,                0.88907,              0.0063271,              0.0063271,              0.0063271
                    373,                0.53291,                0.30505,                0.92864,                0.91403,                0.89554,                0.94089,                0.74284,                0.70858,                0.45667,                0.89182,              0.0063172,              0.0063172,              0.0063172
                    374,                0.53615,                0.30798,                0.92834,                 0.9038,                0.89957,                0.94046,                0.73858,                0.70737,                 0.4581,                 0.8933,              0.0063073,              0.0063073,              0.0063073
                    375,                0.53713,                0.30576,                0.92634,                0.91261,                0.90408,                0.94011,                0.73666,                0.70577,                0.45052,                0.89884,              0.0062974,              0.0062974,              0.0062974
                    376,                0.52783,                 0.3016,                0.92972,                0.91336,                0.90323,                0.93648,                0.73548,                0.70819,                0.44589,                 0.9027,              0.0062875,              0.0062875,              0.0062875
                    377,                0.53139,                0.30228,                0.92711,                0.90843,                0.90907,                0.93542,                0.73347,                0.71907,                0.45697,                0.90874,              0.0062776,              0.0062776,              0.0062776
                    378,                0.53776,                0.30407,                 0.9285,                0.90389,                 0.9144,                 0.9356,                0.73688,                0.72264,                0.46983,                0.91096,              0.0062677,              0.0062677,              0.0062677
                    379,                0.53449,                0.30469,                0.92575,                0.90588,                0.90421,                0.93645,                0.73778,                0.70543,                0.46222,                0.89314,              0.0062578,              0.0062578,              0.0062578
                    380,                 0.5281,                0.30075,                0.92656,                0.90798,                0.90565,                0.93963,                0.73875,                0.70356,                0.45033,                0.88988,              0.0062479,              0.0062479,              0.0062479
                    381,                0.52663,                0.30475,                0.92289,                0.90025,                0.91813,                0.93903,                0.73936,                0.70811,                0.44552,                0.89025,               0.006238,               0.006238,               0.006238
                    382,                0.52245,                0.30154,                0.92679,                0.90598,                 0.9187,                0.94079,                0.73927,                0.70608,                0.44337,                0.89199,              0.0062281,              0.0062281,              0.0062281
                    383,                0.52347,                0.30328,                0.92957,                0.91107,                0.90919,                 0.9398,                0.73578,                0.70576,                0.45086,                0.89219,              0.0062182,              0.0062182,              0.0062182
                    384,                0.53552,                0.30775,                0.92618,                0.89687,                0.91985,                 0.9349,                0.73127,                0.70547,                0.45547,                0.89581,              0.0062083,              0.0062083,              0.0062083
                    385,                0.52989,                0.30523,                0.93149,                0.90887,                0.90625,                0.93634,                0.73186,                0.70558,                0.45719,                0.89542,              0.0061984,              0.0061984,              0.0061984
                    386,                0.51722,                0.29786,                0.92385,                0.90163,                0.91238,                0.93731,                0.73181,                  0.709,                0.46573,                0.89418,              0.0061885,              0.0061885,              0.0061885
                    387,                0.52698,                0.30307,                 0.9274,                0.90039,                0.90933,                0.93694,                0.72922,                0.70633,                0.47138,                   0.89,              0.0061786,              0.0061786,              0.0061786
                    388,                0.52232,                0.30375,                0.92054,                0.89892,                0.91431,                0.93712,                0.73074,                0.70101,                0.45715,                0.88351,              0.0061687,              0.0061687,              0.0061687
                    389,                0.52279,                0.29973,                0.93334,                0.91221,                0.90251,                0.93957,                0.73386,                0.70488,                0.44596,                0.88844,              0.0061588,              0.0061588,              0.0061588
                    390,                0.51844,                0.29561,                0.92455,                0.90816,                0.90443,                0.93596,                0.72703,                0.71556,                0.45242,                0.89891,              0.0061489,              0.0061489,              0.0061489
                    391,                0.53185,                0.30337,                0.92815,                0.91423,                0.89493,                0.93281,                0.72353,                0.72517,                0.46305,                0.90961,               0.006139,               0.006139,               0.006139
                    392,                  0.531,                0.30279,                0.92528,                0.91438,                0.89428,                0.93412,                  0.727,                0.72024,                0.46545,                0.90255,              0.0061291,              0.0061291,              0.0061291
                    393,                0.52546,                0.29937,                0.92522,                0.91486,                 0.8974,                0.93465,                0.72816,                0.72003,                0.46858,                0.90051,              0.0061192,              0.0061192,              0.0061192
                    394,                0.53069,                0.30243,                 0.9237,                0.91118,                 0.9071,                0.93348,                0.72929,                0.72057,                0.47476,                0.90084,              0.0061093,              0.0061093,              0.0061093
                    395,                0.53042,                0.30233,                0.92723,                0.91519,                0.90844,                0.93428,                 0.7337,                0.71349,                0.46649,                0.89688,              0.0060994,              0.0060994,              0.0060994
                    396,                0.51529,                0.29375,                0.92322,                0.91588,                0.90388,                0.93333,                0.73446,                0.70502,                0.45434,                0.88687,              0.0060895,              0.0060895,              0.0060895
                    397,                0.52545,                0.30023,                0.92644,                0.90464,                0.91334,                0.93337,                0.73653,                0.69809,                0.44615,                0.87969,              0.0060796,              0.0060796,              0.0060796
                    398,                0.52849,                0.30114,                0.92537,                0.90797,                 0.9114,                 0.9359,                0.74037,                0.69673,                0.43756,                0.87833,              0.0060697,              0.0060697,              0.0060697
                    399,                0.52046,                0.29924,                0.92576,                0.91203,                0.91305,                0.93703,                0.73954,                0.69817,                0.44137,                0.88183,              0.0060598,              0.0060598,              0.0060598
                    400,                 0.5219,                0.29985,                0.92413,                0.90975,                0.91237,                0.93909,                0.74336,                0.69936,                0.44345,                0.88371,              0.0060499,              0.0060499,              0.0060499
                    401,                0.52343,                0.29947,                0.92195,                0.91298,                0.91126,                0.94207,                0.74357,                0.70326,                0.44644,                0.88952,                0.00604,                0.00604,                0.00604
                    402,                0.53348,                0.30687,                0.92825,                 0.9086,                0.90746,                0.93798,                0.73784,                0.70883,                0.46209,                0.89654,              0.0060301,              0.0060301,              0.0060301
                    403,                0.51992,                0.29443,                0.92356,                0.90966,                0.90019,                0.93687,                0.73698,                0.71807,                0.47094,                0.90971,              0.0060202,              0.0060202,              0.0060202
                    404,                0.51988,                0.29967,                0.92637,                  0.905,                0.90813,                0.93557,                0.73726,                0.71969,                 0.4658,                0.91453,              0.0060103,              0.0060103,              0.0060103
                    405,                0.52672,                 0.3017,                0.92332,                0.90349,                0.90979,                0.93219,                0.73528,                0.72175,                0.46984,                0.92228,              0.0060004,              0.0060004,              0.0060004
                    406,                0.51683,                0.29517,                0.92354,                0.90984,                 0.9088,                0.93587,                0.73623,                0.72316,                0.46615,                0.92268,              0.0059905,              0.0059905,              0.0059905
                    407,                0.52055,                0.29881,                0.92191,                0.90363,                0.91491,                0.93902,                0.73721,                0.72269,                0.46283,                0.91965,              0.0059806,              0.0059806,              0.0059806
                    408,                0.52426,                 0.3021,                0.92543,                0.91072,                0.90982,                0.93868,                 0.7387,                0.71804,                0.46633,                0.91251,              0.0059707,              0.0059707,              0.0059707
                    409,                0.51337,                0.29527,                0.92455,                0.91338,                0.91467,                0.93981,                0.73827,                0.71749,                0.46233,                0.91031,              0.0059608,              0.0059608,              0.0059608
                    410,                0.52197,                0.29957,                0.92605,                0.91199,                0.91264,                0.93773,                0.73778,                0.71141,                0.44947,                0.90362,              0.0059509,              0.0059509,              0.0059509
                    411,                0.52569,                 0.3018,                0.92422,                0.91394,                0.90484,                0.93556,                0.73683,                0.70545,                 0.4487,                0.89807,               0.005941,               0.005941,               0.005941
                    412,                0.52004,                0.29762,                0.92438,                0.89627,                0.92187,                0.93473,                0.73754,                 0.6999,                 0.4549,                0.89195,              0.0059311,              0.0059311,              0.0059311
