                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.63159,                0.36008,                0.96686,                0.91582,                0.89499,                0.93506,                0.71614,                0.76191,                0.49741,                0.96785,              0.0084655,              0.0084655,              0.0084655
                    157,                0.62427,                0.35578,                0.96966,                0.90423,                0.90122,                0.93188,                0.71606,                0.76759,                0.48611,                   1.01,              0.0084556,              0.0084556,              0.0084556
                    158,                0.62311,                0.35672,                0.96129,                0.90378,                0.89982,                0.93211,                 0.7232,                0.71768,                0.45851,                0.91715,              0.0084457,              0.0084457,              0.0084457
                    159,                0.62807,                0.35926,                0.96846,                0.90759,                 0.8937,                0.93903,                0.72912,                 0.7204,                0.48589,                0.89796,              0.0084358,              0.0084358,              0.0084358
                    160,                0.63882,                0.36089,                0.97266,                  0.895,                0.88919,                 0.9294,                0.71269,                0.77176,                0.52744,                 0.9878,              0.0084259,              0.0084259,              0.0084259
                    161,                0.62303,                0.35461,                0.97352,                0.89019,                0.90519,                0.92908,                0.71435,                0.75693,                0.50958,                0.93816,               0.008416,               0.008416,               0.008416
                    162,                 0.6251,                0.35749,                0.97291,                0.88581,                0.90358,                0.93074,                0.71592,                0.73622,                 0.5076,                0.92449,              0.0084061,              0.0084061,              0.0084061
                    163,                0.62487,                0.35291,                 0.9719,                0.89052,                0.90932,                0.93153,                 0.7228,                0.71228,                0.45694,                0.91081,              0.0083962,              0.0083962,              0.0083962
                    164,                0.61858,                0.35261,                 0.9627,                0.88329,                0.89588,                0.92195,                0.71838,                0.72065,                 0.5052,                  0.926,              0.0083863,              0.0083863,              0.0083863
                    165,                0.63732,                0.35805,                0.97087,                0.89976,                0.88099,                0.92715,                0.72076,                0.76867,                0.52976,                0.97941,              0.0083764,              0.0083764,              0.0083764
                    166,                0.61239,                0.35084,                0.96469,                0.89589,                0.90047,                0.93835,                0.72321,                0.78448,                 0.5225,                0.99439,              0.0083665,              0.0083665,              0.0083665
                    167,                0.62371,                0.35884,                0.97229,                 0.9089,                0.90587,                0.93293,                0.71922,                 0.7211,                0.49021,                0.91836,              0.0083566,              0.0083566,              0.0083566
                    168,                0.62469,                0.35646,                0.96517,                0.89309,                0.90985,                0.93412,                0.71472,                0.74375,                 0.5081,                0.94995,              0.0083467,              0.0083467,              0.0083467
                    169,                 0.6194,                0.35384,                0.96669,                0.92686,                 0.8957,                0.93968,                 0.7232,                0.72704,                0.51017,                0.92468,              0.0083368,              0.0083368,              0.0083368
                    170,                0.61607,                0.35084,                0.96783,                0.89604,                0.87703,                0.92707,                0.71185,                0.74975,                0.52521,                0.97728,              0.0083269,              0.0083269,              0.0083269
                    171,                 0.6162,                0.35024,                0.96649,                0.88918,                0.92791,                0.94361,                 0.7245,                0.78011,                0.49619,                0.99479,               0.008317,               0.008317,               0.008317
                    172,                0.62995,                0.35874,                0.96764,                0.84886,                0.87891,                0.90301,                0.69975,                0.72234,                0.50527,                0.90627,              0.0083071,              0.0083071,              0.0083071
                    173,                0.61779,                0.35137,                0.96414,                0.88933,                0.92156,                0.94148,                0.71894,                0.75303,                0.48332,                0.95942,              0.0082972,              0.0082972,              0.0082972
                    174,                0.61923,                0.35048,                0.96416,                0.92163,                0.90862,                0.93726,                0.72417,                0.74116,                 0.4795,                0.93526,              0.0082873,              0.0082873,              0.0082873
                    175,                0.62522,                0.35369,                0.96239,                0.91027,                0.91276,                0.94022,                0.72623,                0.72192,                0.43256,                0.92933,              0.0082774,              0.0082774,              0.0082774
                    176,                0.61879,                0.35387,                0.96884,                0.90122,                0.89369,                0.93195,                0.72756,                0.71203,                0.45743,                0.91276,              0.0082675,              0.0082675,              0.0082675
                    177,                0.62016,                0.35312,                0.96247,                0.89881,                0.88253,                0.92452,                0.71075,                0.76294,                0.52196,                0.97394,              0.0082576,              0.0082576,              0.0082576
                    178,                0.61269,                0.34931,                0.96093,                0.89254,                0.87861,                 0.9236,                0.71068,                0.77215,                0.49436,                0.98394,              0.0082477,              0.0082477,              0.0082477
                    179,                0.61506,                0.34937,                0.96659,                 0.8927,                0.88849,                0.92205,                0.71121,                0.73372,                0.50574,                0.93207,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.6181,                0.35115,                0.96165,                0.90711,                0.88752,                0.93169,                0.71566,                0.75383,                0.52527,                0.97578,              0.0082279,              0.0082279,              0.0082279
                    181,                0.61903,                0.34969,                0.96074,                0.88494,                0.92215,                0.93657,                0.71754,                0.77999,                 0.5444,                 1.0213,               0.008218,               0.008218,               0.008218
                    182,                0.60416,                0.34529,                0.96106,                 0.9043,                0.90994,                0.94104,                0.72696,                0.74011,                0.49926,                0.94336,              0.0082081,              0.0082081,              0.0082081
                    183,                0.60802,                0.34782,                0.96435,                0.90845,                0.89766,                0.93352,                0.71876,                0.75597,                 0.4808,                0.94943,              0.0081982,              0.0081982,              0.0081982
                    184,                0.61291,                0.35217,                0.96723,                0.89639,                0.88065,                0.91655,                0.71204,                0.72017,                0.53549,                0.91423,              0.0081883,              0.0081883,              0.0081883
                    185,                 0.6118,                 0.3465,                 0.9616,                0.90475,                0.88866,                0.92515,                0.71598,                0.75293,                0.50673,                0.95522,              0.0081784,              0.0081784,              0.0081784
                    186,                0.59805,                0.34241,                0.95848,                0.90026,                0.89901,                0.92672,                0.71132,                0.78395,                0.49348,                 1.0011,              0.0081685,              0.0081685,              0.0081685
                    187,                0.60648,                0.34506,                0.96238,                0.89311,                0.89345,                0.93435,                0.72178,                0.77111,                0.50513,                0.99365,              0.0081586,              0.0081586,              0.0081586
                    188,                0.60266,                0.34309,                0.95999,                  0.888,                0.88989,                0.92816,                0.71457,                0.76989,                0.52959,                0.97642,              0.0081487,              0.0081487,              0.0081487
                    189,                0.61064,                0.34556,                0.95958,                0.90568,                0.90281,                0.93777,                0.72271,                0.73995,                0.50454,                0.93314,              0.0081388,              0.0081388,              0.0081388
                    190,                0.60994,                0.34924,                0.95703,                0.91038,                0.89258,                 0.9239,                0.70906,                0.73121,                0.53964,                0.93182,              0.0081289,              0.0081289,              0.0081289
                    191,                 0.6103,                0.34407,                0.96269,                0.89589,                0.90399,                0.93282,                0.72454,                0.71315,                0.47122,                0.90356,               0.008119,               0.008119,               0.008119
                    192,                0.60372,                0.34402,                0.95953,                0.89097,                0.90685,                0.93512,                0.72818,                0.71833,                0.46082,                 0.9037,              0.0081091,              0.0081091,              0.0081091
                    193,                 0.6072,                0.34698,                0.96091,                0.90585,                0.88191,                0.92436,                0.71676,                0.73617,                0.49427,                0.94392,              0.0080992,              0.0080992,              0.0080992
                    194,                0.60485,                0.34255,                0.96118,                0.90552,                0.91111,                0.93889,                0.72926,                0.73696,                0.46723,                0.93813,              0.0080893,              0.0080893,              0.0080893
                    195,                0.61351,                0.34588,                 0.9616,                0.90398,                0.90495,                0.93757,                 0.7212,                0.77425,                0.48189,                0.97023,              0.0080794,              0.0080794,              0.0080794
                    196,                0.60702,                0.34815,                0.95742,                0.90203,                0.89628,                0.93373,                0.70996,                0.77522,                0.51097,                0.97239,              0.0080695,              0.0080695,              0.0080695
                    197,                0.60633,                0.34244,                0.96068,                0.92509,                0.91292,                0.93945,                0.72979,                0.71763,                0.46277,                0.90794,              0.0080596,              0.0080596,              0.0080596
                    198,                0.60027,                0.34196,                0.95898,                 0.9361,                0.88461,                0.93357,                0.72381,                  0.716,                0.46451,                0.90619,              0.0080497,              0.0080497,              0.0080497
                    199,                0.60341,                0.34293,                0.95612,                0.92498,                0.88486,                0.93339,                0.72817,                0.71932,                0.46974,                0.91749,              0.0080398,              0.0080398,              0.0080398
                    200,                0.59621,                0.34259,                0.95851,                0.90802,                0.88494,                0.93077,                0.72189,                0.72553,                0.48024,                0.90548,              0.0080299,              0.0080299,              0.0080299
                    201,                0.59795,                 0.3395,                0.95835,                0.92729,                 0.8937,                 0.9336,                0.72058,                0.71248,                 0.4576,                0.89685,                0.00802,                0.00802,                0.00802
                    202,                0.60291,                0.34618,                0.95678,                0.89363,                0.90974,                0.93427,                0.72103,                0.72101,                0.48687,                0.91171,              0.0080101,              0.0080101,              0.0080101
                    203,                0.60172,                0.34357,                0.96018,                0.90929,                  0.902,                0.94071,                0.71673,                0.77178,                0.52089,                0.96601,              0.0080002,              0.0080002,              0.0080002
                    204,                0.59947,                0.34049,                0.95909,                0.91243,                0.90003,                0.93356,                0.71886,                0.74478,                0.50664,                0.93973,              0.0079903,              0.0079903,              0.0079903
                    205,                0.60429,                0.34642,                0.96272,                0.90876,                0.88818,                0.93133,                0.71503,                0.75112,                0.48281,                0.93874,              0.0079804,              0.0079804,              0.0079804
                    206,                 0.5972,                0.34233,                0.95878,                0.91548,                0.88346,                0.93631,                0.72408,                0.73056,                0.47696,                0.91753,              0.0079705,              0.0079705,              0.0079705
                    207,                0.60096,                0.33972,                0.95868,                0.89826,                 0.9119,                0.93547,                0.72341,                0.73837,                0.49522,                0.94282,              0.0079606,              0.0079606,              0.0079606
                    208,                0.59117,                0.33804,                0.95526,                0.89902,                  0.902,                0.93073,                 0.7229,                0.73344,                0.47684,                0.95388,              0.0079507,              0.0079507,              0.0079507
                    209,                0.59957,                0.34238,                0.95949,                0.91845,                0.89461,                0.93524,                0.72044,                0.77811,                0.49494,                0.98165,              0.0079408,              0.0079408,              0.0079408
                    210,                0.60146,                0.34302,                0.95452,                0.89997,                 0.9016,                0.92877,                0.71052,                0.75358,                0.48412,                0.96114,              0.0079309,              0.0079309,              0.0079309
                    211,                0.59149,                0.33869,                0.95552,                0.89313,                0.92924,                0.94476,                 0.7294,                0.73736,                0.46066,                0.93438,               0.007921,               0.007921,               0.007921
                    212,                0.60414,                0.34278,                0.95383,                0.90077,                 0.9119,                0.93865,                0.73132,                0.71005,                0.45392,                0.89047,              0.0079111,              0.0079111,              0.0079111
                    213,                0.58387,                0.33574,                0.95452,                 0.9034,                0.88902,                0.92605,                0.73275,                0.70482,                0.51057,                 0.8889,              0.0079012,              0.0079012,              0.0079012
                    214,                0.59759,                0.34029,                0.96052,                0.89198,                0.88925,                0.92285,                0.72481,                0.75544,                 0.5003,                0.96593,              0.0078913,              0.0078913,              0.0078913
                    215,                0.59593,                0.34169,                0.95518,                0.91179,                0.88811,                0.92703,                0.71639,                0.73998,                0.46573,                0.94058,              0.0078814,              0.0078814,              0.0078814
                    216,                0.59726,                0.33839,                0.95472,                0.88758,                0.91825,                0.93529,                0.71165,                 0.7854,                0.51582,                0.99931,              0.0078715,              0.0078715,              0.0078715
                    217,                0.59668,                0.33645,                 0.9538,                0.90226,                 0.9213,                 0.9411,                0.73024,                0.72887,                0.45681,                0.93128,              0.0078616,              0.0078616,              0.0078616
                    218,                0.58862,                0.33525,                0.95533,                0.89578,                0.90069,                0.93084,                0.72229,                0.72857,                0.44086,                0.91723,              0.0078517,              0.0078517,              0.0078517
                    219,                 0.5942,                0.34045,                0.94877,                0.89444,                0.91059,                0.93539,                0.72667,                 0.7337,                0.46615,                0.94147,              0.0078418,              0.0078418,              0.0078418
                    220,                0.58976,                0.33761,                 0.9561,                0.89786,                0.89737,                0.93487,                0.73132,                0.72885,                0.48976,                0.92408,              0.0078319,              0.0078319,              0.0078319
                    221,                0.59379,                0.34062,                0.95298,                0.90327,                0.89355,                0.93544,                0.72465,                 0.7389,                0.49192,                0.94999,               0.007822,               0.007822,               0.007822
                    222,                0.58803,                0.33344,                0.95746,                0.91004,                0.88612,                0.93961,                0.72902,                0.71381,                 0.4719,                0.90458,              0.0078121,              0.0078121,              0.0078121
                    223,                0.59032,                0.33314,                0.95798,                0.91404,                0.90712,                0.94351,                  0.734,                0.70815,                0.49061,                0.89536,              0.0078022,              0.0078022,              0.0078022
                    224,                0.59942,                0.34362,                0.95394,                  0.902,                0.90302,                0.94007,                0.73736,                0.71249,                0.47643,                0.90391,              0.0077923,              0.0077923,              0.0077923
                    225,                0.58575,                0.33093,                0.94721,                0.90031,                0.91533,                0.93594,                0.72858,                0.71798,                  0.487,                0.90133,              0.0077824,              0.0077824,              0.0077824
                    226,                0.58228,                0.32998,                0.94978,                0.89947,                0.91711,                0.94703,                0.73863,                 0.7097,                0.45234,                0.89404,              0.0077725,              0.0077725,              0.0077725
                    227,                 0.5868,                 0.3326,                0.95175,                0.90368,                0.91595,                 0.9447,                0.73456,                0.71156,                0.48417,                0.90528,              0.0077626,              0.0077626,              0.0077626
                    228,                0.58841,                0.33462,                0.95111,                0.90232,                0.90794,                0.93835,                0.72313,                0.74461,                0.48873,                0.94641,              0.0077527,              0.0077527,              0.0077527
                    229,                0.58173,                 0.3352,                0.95227,                0.91318,                0.89747,                0.93614,                0.72154,                0.75149,                0.48925,                0.94144,              0.0077428,              0.0077428,              0.0077428
                    230,                0.58528,                0.33356,                0.95423,                0.90256,                0.91942,                0.93995,                0.72724,                0.74173,                0.47624,                0.93297,              0.0077329,              0.0077329,              0.0077329
                    231,                0.58818,                0.33721,                0.94787,                0.91585,                0.90797,                0.94298,                0.73203,                0.73158,                0.47068,                0.92813,               0.007723,               0.007723,               0.007723
                    232,                0.58589,                 0.3341,                0.95145,                0.92113,                0.90435,                0.94163,                0.73256,                0.72384,                0.46722,                0.92242,              0.0077131,              0.0077131,              0.0077131
                    233,                0.59664,                0.33871,                0.95052,                0.90487,                0.89938,                0.93199,                0.71667,                0.74334,                0.50278,                 0.9401,              0.0077032,              0.0077032,              0.0077032
                    234,                0.57027,                0.32952,                0.94846,                0.88576,                0.91627,                 0.9332,                0.72159,                0.74852,                0.51667,                0.94194,              0.0076933,              0.0076933,              0.0076933
                    235,                0.57861,                0.33118,                0.94974,                0.89785,                0.91099,                0.92335,                0.71142,                0.74047,                 0.4785,                0.94284,              0.0076834,              0.0076834,              0.0076834
                    236,                0.57941,                0.33148,                0.95086,                0.91153,                0.90814,                0.93263,                0.72297,                 0.7268,                0.46094,                0.92448,              0.0076735,              0.0076735,              0.0076735
                    237,                0.58394,                0.33027,                 0.9532,                0.90271,                0.91717,                 0.9384,                0.72966,                0.72657,                0.46098,                0.92277,              0.0076636,              0.0076636,              0.0076636
                    238,                0.57701,                 0.3319,                0.94998,                0.90201,                0.90571,                0.93241,                0.72453,                0.73753,                0.45433,                 0.9305,              0.0076537,              0.0076537,              0.0076537
                    239,                0.57626,                0.32883,                0.94706,                0.91013,                0.89379,                0.92903,                0.72164,                0.73958,                0.46213,                0.94135,              0.0076438,              0.0076438,              0.0076438
                    240,                0.57297,                 0.3255,                0.94244,                 0.9018,                0.91126,                0.93449,                0.71733,                0.78383,                0.47612,                0.98734,              0.0076339,              0.0076339,              0.0076339
                    241,                0.58008,                0.33035,                0.94769,                0.91182,                0.90105,                0.93684,                0.72417,                0.75195,                0.46527,                0.95538,               0.007624,               0.007624,               0.007624
                    242,                 0.5782,                0.33261,                0.94449,                 0.9004,                  0.893,                0.93376,                0.71905,                 0.7593,                0.50447,                0.95882,              0.0076141,              0.0076141,              0.0076141
                    243,                0.58353,                0.33355,                 0.9471,                0.90568,                0.89566,                0.93018,                0.71111,                0.77955,                0.49525,                0.96766,              0.0076042,              0.0076042,              0.0076042
                    244,                0.57085,                0.32392,                0.94809,                0.90923,                0.89588,                0.93638,                0.72049,                0.75309,                0.48317,                0.93647,              0.0075943,              0.0075943,              0.0075943
                    245,                0.57743,                 0.3335,                0.95304,                0.89854,                0.89803,                0.93067,                   0.72,                0.75238,                0.50504,                0.93238,              0.0075844,              0.0075844,              0.0075844
                    246,                0.58231,                0.33399,                0.95321,                0.91438,                0.90716,                0.94001,                0.73586,                0.72804,                0.47937,                0.91946,              0.0075745,              0.0075745,              0.0075745
                    247,                0.57464,                0.32863,                0.94798,                0.91002,                0.90134,                0.93681,                0.73279,                0.72094,                0.45912,                0.90841,              0.0075646,              0.0075646,              0.0075646
                    248,                0.58019,                0.32888,                0.94792,                0.89516,                0.91615,                0.93802,                0.73312,                0.72318,                 0.4495,                0.91719,              0.0075547,              0.0075547,              0.0075547
                    249,                0.58588,                0.33335,                0.94767,                0.90342,                0.91464,                 0.9393,                0.72798,                0.73008,                0.47143,                 0.9215,              0.0075448,              0.0075448,              0.0075448
                    250,                 0.5784,                0.32949,                0.94948,                  0.912,                0.91199,                0.94188,                0.73206,                0.73596,                0.47307,                0.93413,              0.0075349,              0.0075349,              0.0075349
                    251,                0.57519,                0.33121,                0.94674,                0.90244,                0.91968,                0.94654,                0.73586,                0.74917,                0.47594,                 0.9558,               0.007525,               0.007525,               0.007525
                    252,                0.57147,                0.32899,                 0.9484,                0.90542,                0.89946,                0.93049,                0.72594,                0.73109,                0.49985,                0.93327,              0.0075151,              0.0075151,              0.0075151
                    253,                0.56814,                0.32475,                0.94534,                0.90251,                0.90066,                0.92415,                0.71467,                0.73184,                0.51239,                0.93146,              0.0075052,              0.0075052,              0.0075052
                    254,                0.57009,                0.32563,                0.94587,                0.90899,                0.89862,                0.93064,                0.71957,                0.74866,                0.48899,                0.93834,              0.0074953,              0.0074953,              0.0074953
                    255,                0.57235,                0.32557,                 0.9442,                0.90387,                0.90936,                0.93517,                0.72646,                0.73301,                0.47023,                0.92533,              0.0074854,              0.0074854,              0.0074854
                    256,                0.57262,                0.32662,                0.94553,                  0.905,                0.90355,                0.93562,                 0.7342,                0.70582,                0.46325,                0.88786,              0.0074755,              0.0074755,              0.0074755
                    257,                0.57131,                0.32233,                0.94513,                0.91484,                0.89317,                0.93657,                 0.7287,                0.72073,                 0.4673,                0.90475,              0.0074656,              0.0074656,              0.0074656
                    258,                0.57837,                0.32744,                0.94459,                 0.8997,                0.90273,                0.93743,                 0.7319,                0.70751,                0.46322,                0.89745,              0.0074557,              0.0074557,              0.0074557
                    259,                 0.5669,                0.32239,                0.94739,                0.89207,                0.90942,                0.93349,                 0.7339,                0.72832,                0.46939,                0.91989,              0.0074458,              0.0074458,              0.0074458
                    260,                0.57752,                0.33292,                 0.9462,                0.90486,                0.88789,                0.93279,                0.73179,                0.72974,                0.46934,                0.91687,              0.0074359,              0.0074359,              0.0074359
                    261,                0.57359,                0.32875,                0.94303,                0.91148,                0.88898,                 0.9264,                0.72525,                0.72887,                0.46519,                0.90756,               0.007426,               0.007426,               0.007426
                    262,                0.57977,                 0.3275,                0.94596,                0.91869,                 0.8934,                0.93479,                0.72747,                0.75312,                0.44747,                0.93659,              0.0074161,              0.0074161,              0.0074161
                    263,                0.56676,                0.32592,                0.94425,                 0.9139,                0.89134,                0.93175,                0.72421,                0.73141,                0.47502,                0.91791,              0.0074062,              0.0074062,              0.0074062
                    264,                0.57266,                0.32606,                0.94424,                0.91327,                0.89834,                0.93227,                 0.7228,                0.73533,                0.48243,                0.91236,              0.0073963,              0.0073963,              0.0073963
                    265,                0.56371,                0.32404,                0.94334,                0.91493,                0.87951,                0.92954,                0.72223,                0.73729,                0.48578,                0.93736,              0.0073864,              0.0073864,              0.0073864
                    266,                0.57127,                0.32371,                0.94886,                0.90933,                0.88604,                 0.9339,                0.72845,                0.73637,                0.48531,                0.93912,              0.0073765,              0.0073765,              0.0073765
                    267,                0.57047,                0.32272,                0.94536,                0.91314,                 0.8954,                0.93236,                0.72263,                0.76044,                0.49614,                0.96722,              0.0073666,              0.0073666,              0.0073666
                    268,                 0.5742,                0.32905,                0.94058,                0.90074,                0.91749,                0.92852,                0.72257,                0.75483,                0.48067,                0.97028,              0.0073567,              0.0073567,              0.0073567
                    269,                0.56749,                0.32507,                0.94548,                0.90792,                0.91952,                 0.9419,                0.73718,                0.71779,                0.45395,                0.91198,              0.0073468,              0.0073468,              0.0073468
                    270,                0.57832,                0.32721,                 0.9472,                0.91151,                0.91407,                0.94177,                0.73559,                0.73173,                0.45342,                0.91211,              0.0073369,              0.0073369,              0.0073369
                    271,                0.56228,                0.31969,                0.94196,                0.89543,                 0.9201,                0.94056,                0.73699,                0.73435,                0.47441,                 0.9211,               0.007327,               0.007327,               0.007327
                    272,                0.57157,                0.32738,                0.94257,                0.90233,                 0.9121,                0.93672,                0.73572,                0.71205,                0.46249,                0.89754,              0.0073171,              0.0073171,              0.0073171
                    273,                0.57414,                0.32714,                  0.945,                0.90179,                 0.8946,                0.93936,                0.73404,                0.71629,                0.46683,                0.90804,              0.0073072,              0.0073072,              0.0073072
                    274,                0.56634,                0.32277,                0.94231,                0.90486,                0.90182,                0.94007,                0.73394,                0.72057,                0.46776,                0.92533,              0.0072973,              0.0072973,              0.0072973
                    275,                0.56451,                 0.3202,                0.94268,                0.90142,                0.91247,                0.93309,                0.72578,                0.74099,                 0.4718,                0.93646,              0.0072874,              0.0072874,              0.0072874
                    276,                0.55899,                0.31705,                0.93976,                0.89382,                0.90615,                0.93388,                0.72527,                0.74832,                0.47326,                0.94983,              0.0072775,              0.0072775,              0.0072775
                    277,                0.56914,                0.32592,                0.94622,                0.91322,                0.89622,                0.93286,                0.72508,                0.76025,                0.47838,                0.96578,              0.0072676,              0.0072676,              0.0072676
                    278,                0.56049,                0.32283,                0.94276,                0.91691,                0.89922,                0.93544,                0.73042,                0.77291,                0.46299,                 0.9838,              0.0072577,              0.0072577,              0.0072577
                    279,                0.56798,                0.32326,                0.94658,                0.89999,                0.89886,                0.93704,                0.73391,                0.74113,                0.44934,                0.94221,              0.0072478,              0.0072478,              0.0072478
                    280,                0.55719,                0.31675,                0.93898,                0.90505,                0.90579,                0.93435,                0.72518,                0.75326,                0.46675,                0.94943,              0.0072379,              0.0072379,              0.0072379
                    281,                0.56321,                0.32274,                0.94144,                0.89966,                0.89301,                0.93615,                 0.7334,                 0.7699,                0.49682,                0.97125,               0.007228,               0.007228,               0.007228
                    282,                0.55884,                0.31822,                 0.9429,                0.90447,                0.89812,                0.93209,                0.73693,                0.71976,                0.47811,                0.91477,              0.0072181,              0.0072181,              0.0072181
                    283,                0.55764,                 0.3157,                0.93731,                0.90378,                0.89838,                0.93098,                0.73223,                0.72341,                0.48613,                0.91669,              0.0072082,              0.0072082,              0.0072082
                    284,                 0.5677,                0.32413,                0.94377,                0.89926,                0.89772,                0.93429,                0.73418,                0.72465,                0.47891,                0.92333,              0.0071983,              0.0071983,              0.0071983
                    285,                0.55741,                0.31916,                 0.9391,                0.90362,                0.90331,                 0.9411,                 0.7421,                 0.7223,                0.45547,                0.92148,              0.0071884,              0.0071884,              0.0071884
                    286,                0.55736,                0.32409,                0.94013,                0.90577,                0.89116,                0.93813,                0.73196,                0.72467,                0.46764,                0.92431,              0.0071785,              0.0071785,              0.0071785
                    287,                0.55725,                0.32154,                0.93741,                0.90837,                0.89879,                0.94071,                0.73397,                0.72973,                0.46852,                0.92767,              0.0071686,              0.0071686,              0.0071686
                    288,                0.55841,                0.31814,                0.94525,                0.91548,                0.90563,                0.94233,                0.74035,                0.70857,                 0.4469,                0.91138,              0.0071587,              0.0071587,              0.0071587
                    289,                0.56129,                0.32043,                0.94081,                0.92095,                0.90418,                0.93966,                0.74082,                 0.7135,                0.45206,                0.91902,              0.0071488,              0.0071488,              0.0071488
                    290,                0.56238,                0.31772,                 0.9427,                0.90752,                0.91296,                0.94059,                0.74082,                  0.718,                0.45998,                0.91964,              0.0071389,              0.0071389,              0.0071389
                    291,                 0.5517,                0.31418,                0.93952,                0.90828,                0.91417,                0.94314,                0.73713,                0.72743,                0.47939,                0.93148,               0.007129,               0.007129,               0.007129
                    292,                0.55498,                0.32053,                0.94275,                0.90378,                0.91634,                0.94085,                0.73228,                0.73334,                0.50321,                0.93885,              0.0071191,              0.0071191,              0.0071191
                    293,                0.56071,                0.31893,                 0.9417,                0.91457,                0.89609,                0.93754,                0.72913,                0.72416,                0.47168,                 0.9213,              0.0071092,              0.0071092,              0.0071092
                    294,                0.55871,                0.32001,                0.93927,                0.88958,                0.92848,                 0.9457,                0.73727,                0.72695,                0.45272,                0.92778,              0.0070993,              0.0070993,              0.0070993
                    295,                0.55823,                0.32022,                0.94223,                0.90493,                0.90872,                0.94462,                0.74316,                0.71465,                0.44557,                0.90558,              0.0070894,              0.0070894,              0.0070894
                    296,                0.56746,                0.32372,                 0.9408,                0.91137,                0.89554,                   0.94,                0.73926,                0.72097,                 0.4374,                0.91287,              0.0070795,              0.0070795,              0.0070795
                    297,                0.56175,                0.31981,                0.93768,                0.90522,                0.90395,                0.94277,                0.73893,                0.72208,                 0.4594,                0.91474,              0.0070696,              0.0070696,              0.0070696
                    298,                0.55361,                0.31558,                0.94144,                0.89982,                0.91141,                0.94296,                 0.7451,                0.73038,                0.45173,                0.93638,              0.0070597,              0.0070597,              0.0070597
                    299,                0.56348,                0.31931,                0.93984,                0.90178,                0.90867,                 0.9402,                0.74481,                0.73387,                0.44037,                0.93597,              0.0070498,              0.0070498,              0.0070498
                    300,                0.55783,                0.31738,                0.93898,                0.89439,                 0.9102,                0.94044,                0.74182,                 0.7206,                0.45348,                0.92077,              0.0070399,              0.0070399,              0.0070399
                    301,                0.55427,                0.31848,                0.93772,                0.90678,                0.90155,                0.94116,                0.74241,                0.71136,                0.47257,                0.91306,                0.00703,                0.00703,                0.00703
                    302,                0.54229,                0.31135,                0.93434,                 0.9106,                0.89665,                 0.9399,                0.73842,                0.71861,                0.46645,                0.91329,              0.0070201,              0.0070201,              0.0070201
                    303,                0.56381,                0.32268,                0.94224,                0.91458,                0.89293,                0.93943,                0.73819,                0.73733,                 0.4735,                 0.9306,              0.0070102,              0.0070102,              0.0070102
                    304,                0.55099,                0.31298,                0.94099,                0.89724,                0.89545,                0.93336,                 0.7345,                0.73131,                0.48459,                0.93542,              0.0070003,              0.0070003,              0.0070003
                    305,                0.55539,                0.31885,                0.93587,                  0.911,                0.88417,                0.93382,                0.73395,                0.72218,                0.49491,                0.92079,              0.0069904,              0.0069904,              0.0069904
                    306,                0.55364,                0.31304,                0.93802,                 0.8976,                0.90407,                0.93645,                0.73661,                0.70389,                0.47479,                0.89162,              0.0069805,              0.0069805,              0.0069805
                    307,                0.55207,                0.31223,                0.93593,                0.90232,                0.91642,                 0.9393,                0.73592,                 0.7231,                0.46621,                0.91579,              0.0069706,              0.0069706,              0.0069706
                    308,                0.54926,                0.31475,                0.93922,                0.89887,                0.91172,                0.93668,                0.72897,                0.73077,                0.46831,                 0.9205,              0.0069607,              0.0069607,              0.0069607
                    309,                0.56196,                0.32363,                0.93723,                0.91306,                0.89906,                0.94067,                0.73109,                0.71582,                0.46229,                0.89689,              0.0069508,              0.0069508,              0.0069508
                    310,                0.55413,                0.31535,                0.93673,                0.90037,                0.90876,                0.94079,                0.73686,                0.70773,                0.47055,                0.88718,              0.0069409,              0.0069409,              0.0069409
                    311,                0.54938,                0.31695,                0.93048,                0.91611,                0.90791,                 0.9445,                0.73745,                0.71027,                0.45388,                0.88642,               0.006931,               0.006931,               0.006931
                    312,                0.54872,                0.31144,                0.93557,                0.90762,                0.91993,                0.95153,                0.74561,                0.69356,                0.43804,                0.87431,              0.0069211,              0.0069211,              0.0069211
                    313,                0.54567,                0.31404,                0.93178,                0.90222,                 0.9107,                0.94429,                0.74081,                0.70857,                0.44607,                0.89204,              0.0069112,              0.0069112,              0.0069112
                    314,                0.55548,                0.31669,                0.93946,                0.90706,                0.90691,                0.94584,                0.74075,                0.71666,                0.46338,                0.90232,              0.0069013,              0.0069013,              0.0069013
                    315,                0.54482,                0.31391,                0.93439,                0.90654,                0.91028,                0.94261,                0.73718,                0.71395,                0.47253,                 0.9102,              0.0068914,              0.0068914,              0.0068914
                    316,                0.54316,                0.31332,                0.93537,                0.90857,                0.90517,                0.94402,                0.73364,                0.72189,                0.47751,                0.91836,              0.0068815,              0.0068815,              0.0068815
